Numéro de l'installation sportive;Nom de l'installation sportive;Numéro, type et nom de la voie;Code postal;Commune Ancienne;Code INSEE Ancien;Longitude (WGS84);Latitude (WGS84);Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI) Installation;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Etat de la fiche d'enquête de l'équipement sportif;;;Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de déclaration;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;code_aps;Atlas;Coordonnées;Commune INSEE;Commune Nom;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Département Code Complet;Réctorat Nom
I311490014;"Espace nautique ""Jean VAUCHERE""";PLACE DES FETES;31770;Colomiers;31149;1.33335;43.60872;True;Validé;38568;42622;42622;true;42560;false;true;Piscine;"{""Handicap moteur""}";{Bus};;;E002I311490014;Bassin d'entrainement;102;Bassin sportif de natation;Bassin de natation;validé;;;true;false;true;;true;false;true;true;false;true;true;true;;true;;true;false;false;true;false;;false;;2011;2.0;;;;;4.0;0.0;0.0;8.0;;;;25.0;9.0;225.0;0.8;1.3;;http://www.ville-colomiers.fr;2001;;"{""Bain(s) Bouillonant(s)"",Sauna,Solarium}";{L,PA,X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Mise en conformité avec les règlements"",""Inadaptation aux attentes des usagers""}";{Gaz};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Carrelage;Intérieur;1995-2004;;A partir de 2005;;Commune;;Commune;;;"{""5201"",""5202""}";Bassin de natation;43.60872, 1.33335;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490014;"Espace nautique ""Jean VAUCHERE""";PLACE DES FETES;31770;Colomiers;31149;1.33335;43.60872;True;Validé;38568;42622;42622;true;42560;false;true;Piscine;"{""Handicap moteur""}";{Bus};;;E003I311490014;Bassin Ludique;103;Bassin ludique de natation;Bassin de natation;validé;;;true;false;true;;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;2011;2.0;;;;;;0.0;0.0;8.0;;;;21.0;14.0;196.0;0.8;1.3;;http://www.ville-colomiers.fr;2001;;"{""Bain(s) Bouillonant(s)"",Sauna,Solarium}";{L,PA,X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Mise en conformité avec les règlements"",""Inadaptation aux attentes des usagers""}";{Gaz};Individuel(s), famille(s),Scolaires, universités,Autre - association(s) et groupes divers;{};Carrelage;Intérieur;1995-2004;;A partir de 2005;;Commune;;Commune;;;"{""5208"",""5206"",""5201""}";Bassin de natation;43.60872, 1.33335;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490016;OvalieFit (L'orange Bleue);30 bis PLACE DU VAL D'ARAN;31770;Colomiers;31149;1.32932;43.61189;True;Vérifié;38568;43430;42621;true;42556;false;false;;"{""Handicap moteur""}";;;;E001I311490016;Salle de Musculation et de Body Bulding;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;;true;false;true;true;;true;false;false;true;false;;false;;2005;5.0;3.0;10.0;25.0;250.0;0.0;0.0;0.0;2.0;;;;;;;;;;;1999;;{Sauna,Solarium};{};"{Reception/accueil,""Bureau(x) club(s)"",""Local de rangement"",Autre}";{};{Electricité,Gaz};Individuel(s), famille(s);{};Parquet;Intérieur;1995-2004;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.61189, 1.32932;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490016;OvalieFit (L'orange Bleue);30 bis PLACE DU VAL D'ARAN;31770;Colomiers;31149;1.3293;43.61186;True;Vérifié;38568;43430;42621;true;42556;false;false;;"{""Handicap moteur""}";;;;E002I311490016;Salle de Culture Physique et Musculation;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;;true;false;true;true;;true;false;false;true;false;;false;;2001;5.0;3.0;9.0;12.0;108.0;;0.0;0.0;2.0;;;;;;;;;;;1999;;{Sauna,Solarium};{};"{Reception/accueil,""Local de rangement""}";{};{Electricité,Gaz};Individuel(s), famille(s);{};Parquet;Intérieur;1995-2004;;1995-2004;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.61186, 1.3293;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490026;EQUIVERT - Centre équestre ‘Le Tinturier’;Chemin de Saint Jean;31770;Colomiers;31149;1.31259;43.62783;True;Validé;41183;42652;42652;false;42557;true;false;;{};{};;;E002I311490026;Manège;903;Manège;Equipement équestre;validé;;;true;false;false;false;true;false;false;false;false;;false;;;false;;;false;false;false;false;;;;;;7.0;20.0;20.0;400.0;;0.0;0.0;0.0;;;;;;;;;;http://equivert.com;;;{};{};{Reception/accueil};{};{};Individuel(s), famille(s),Scolaires, universités,Autre - association(s) et groupes divers;{};Sciure/copeaux;Intérieur;1975-1984;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""2601""}";Autres équipements;43.62783, 1.31259;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490034;Blagnac Constellation Equitation;Chemin de Saint Jean;31770;Colomiers;31149;1.31386;43.62966;True;Validé;41184;42620;42620;false;42569;true;false;;{};{};;;E003I311490034;Manège;903;Manège;Equipement équestre;validé;;;true;false;false;;true;false;true;true;false;;false;;;false;;false;false;;false;;;false;;;;12.0;25.0;50.0;1 250.0;;0.0;0.0;1.0;;;;;;;;;;;2006;;{};{};"{Reception/accueil,""Club(s) house"",""Local de rangement""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Sable;Intérieur;A partir de 2005;;;;Privé non commercial;;Association(s);;;"{""2601"",""2604""}";Autres équipements;43.62966, 1.31386;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490035;BE ATTITUDE;23 AVENUE GUYNEMER;31770;Colomiers;31149;1.34389;43.61932;True;Validé;38671;42621;42621;true;42570;false;false;;"{""Handicap moteur""}";{Bus};;;E002I311490035;Salle de Danse;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;true;true;false;true;true;false;;true;;;false;;false;false;false;false;false;;false;;;5.0;3.0;9.0;10.0;90.0;;0.0;0.0;2.0;;;;;;;;;;;2011;;{};{X};"{Reception/accueil,Buvette,""Club(s) house"",""Local de rangement""}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Parquet;Intérieur;A partir de 2005;;;;Etablissement privé commercial;Etablissement privé commercial;Etablissement privé commercial;;;"{""8901""}";Salles de pratiques collectives;43.61932, 1.34389;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490035;BE ATTITUDE;23 AVENUE GUYNEMER;31770;Colomiers;31149;1.34385;43.6193;True;Validé;38671;42621;42621;true;42570;false;false;;"{""Handicap moteur""}";{Bus};;;E003I311490035;Terrains de Jorky Ball 2;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;;false;;;false;;false;false;false;false;false;;false;;;5.0;3.0;5.0;10.0;50.0;5.0;0.0;0.0;2.0;;;;;;;;;;http://www.beattitude.fr;2005;;{Sauna};{X};"{Buvette,""Club(s) house"",""Local de rangement""}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Gazon synthétique;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901""}";Salles de pratiques collectives;43.6193, 1.34385;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490035;BE ATTITUDE;23 AVENUE GUYNEMER;31770;Colomiers;31149;1.34385;43.6193;True;Validé;38671;42621;42621;true;42570;false;false;;"{""Handicap moteur""}";{Bus};;;E006I311490035;Terrains de Jorky Ball 5;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;;false;;;false;;false;false;false;false;false;;false;;;5.0;3.0;5.0;10.0;50.0;5.0;0.0;0.0;2.0;;;;;;;;;;http://www.beattitude.fr;2005;;{Sauna};{X};"{Buvette,""Club(s) house"",""Local de rangement""}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Gazon synthétique;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901""}";Salles de pratiques collectives;43.6193, 1.34385;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490038;COMPLEXE TENNIS CABIROL;2 Allée des Alpilles;31770;Colomiers;31149;1.33537;43.59795;True;Validé;42625;;;true;42570;false;true;Complexe sportif;"{""Handicap moteur""}";{Autre};;;E001I311490038;TERRAINS TENNIS INTERIEURS TERRE BATTUE;501;Court de tennis;Court de tennis;validé;;;true;false;false;false;true;false;true;true;false;false;true;true;true;true;;true;false;false;true;false;;false;;;;9.0;18.0;36.0;648.0;;;;2.0;;;;;;;;;;;2013;;{};{};"{Reception/accueil,""Bureau(x) club(s)"",Buvette}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Terre battue;Intérieur;A partir de 2005;;;;Commune;;Association(s);;;"{""7901"",""7901""}";Court de tennis;43.59795, 1.33537;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490038;COMPLEXE TENNIS CABIROL;2 Allée des Alpilles;31770;Colomiers;31149;1.33531;43.59846;True;Validé;42625;;;true;42570;false;true;Complexe sportif;"{""Handicap moteur""}";{Autre};;;E002I311490038;TERRAINS TENNIS INTERIEURS RESINE;501;Court de tennis;Court de tennis;validé;;;true;false;false;false;true;false;true;true;false;false;true;true;true;true;;true;false;false;true;false;;false;;;;9.0;18.0;36.0;648.0;;;;2.0;;;;;;;;;;;2013;;{};{};"{Reception/accueil,""Bureau(x) club(s)"",Buvette}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Commune;;Association(s);;;"{""7901"",""7901""}";Court de tennis;43.59846, 1.33531;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490038;COMPLEXE TENNIS CABIROL;2 Allée des Alpilles;31770;Colomiers;31149;1.33537;43.59795;True;Validé;42625;;;true;42570;false;true;Complexe sportif;"{""Handicap moteur""}";{Autre};;;E006I311490038;TERRAINS TENNIS INTERIEURS TERRE BATTUE 3;501;Court de tennis;Court de tennis;validé;;;true;false;false;false;true;false;true;true;false;false;true;true;true;true;;true;false;false;true;false;;false;;;;9.0;18.0;36.0;648.0;;;;2.0;;;;;;;;;;;2013;;{};{};"{Reception/accueil,""Bureau(x) club(s)"",Buvette}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Terre battue;Intérieur;A partir de 2005;;;;Commune;;Association(s);;;"{""7901"",""7901""}";Court de tennis;43.59795, 1.33537;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490038;COMPLEXE TENNIS CABIROL;2 Allée des Alpilles;31770;Colomiers;31149;1.33531;43.59846;True;Validé;42625;;;true;42570;false;true;Complexe sportif;"{""Handicap moteur""}";{Autre};;;E009I311490038;TERRAINS TENNIS INTERIEURS RESINE 3;501;Court de tennis;Court de tennis;validé;;;true;false;false;false;true;false;true;true;false;false;true;true;true;true;;true;false;false;true;false;;false;;;;9.0;18.0;36.0;648.0;;;;2.0;;;;;;;;;;;2013;;{};{};"{Reception/accueil,""Bureau(x) club(s)"",Buvette}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Commune;;Association(s);;;"{""7901"",""7901""}";Court de tennis;43.59846, 1.33531;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490041;BOWLING STADIUM;29 Chemin de Loudet;31770;Colomiers;31149;1.30468;43.60989;True;Validé;42625;;;true;42569;true;false;;"{""Handicap moteur""}";{};;;E001I311490041;BOWLING;301;Bowling;Bowling;validé;;;true;false;false;false;true;false;false;true;false;false;true;true;;true;;;false;;true;false;;;;;;;40.0;100.0;4 000.0;20.0;0.0;0.0;0.0;;;;;;;;;;;2001;;{};{};{Reception/accueil,Buvette};{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""1301""}";Autres équipements;43.60989, 1.30468;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490042;CROSSFIT TIME CAP;6 Allée Olympe de Gouges;31770;Colomiers;31149;1.35254;43.59517;True;Validé;42625;;;false;42569;false;false;;{};{Bus};;;E001I311490042;SALLE CROSSFIT;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;false;true;false;true;true;;false;true;true;true;true;;true;false;false;true;false;;false;;;;;10.0;32.0;320.0;;0.0;0.0;2.0;;;;;;;;;;;2015;;{};{};{Reception/accueil};{};{Electricité};Individuel(s), famille(s);{};Béton;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""3601""}";Salles de pratiques collectives;43.59517, 1.35254;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490043;INTERIEUR SPORT;6 Allée Olympe de Gouges 31770;31770;Colomiers;31149;1.35371;43.5955;True;Validé;42625;;;true;42569;false;false;;"{""Handicap moteur""}";{Bus};;;E004I311490043;SALLES DE SQUASH;2117;Salle ou terrain de squash;Salle ou terrain spécialisé;validé;;;true;false;false;false;true;false;true;true;false;false;true;true;true;true;;true;false;false;true;false;;false;;;;;6.4;9.8;62.4;;0.0;;2.0;;;;;;;;;;;2013;;{};{};{Reception/accueil,Buvette};{};{Electricité};Individuel(s), famille(s);{};Béton;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""7501""}";Salles de pratiques collectives;43.5955, 1.35371;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311490043;INTERIEUR SPORT;6 Allée Olympe de Gouges 31770;31770;Colomiers;31149;1.35371;43.5955;True;Validé;42625;;;true;42569;false;false;;"{""Handicap moteur""}";{Bus};;;E006I311490043;SALLES DE SQUASH 3;2117;Salle ou terrain de squash;Salle ou terrain spécialisé;validé;;;true;false;false;false;true;false;true;true;false;false;true;true;true;true;;true;false;false;true;false;;false;;;;;6.4;9.8;62.4;;0.0;;2.0;;;;;;;;;;;2013;;{};{};{Reception/accueil,Buvette};{};{Electricité};Individuel(s), famille(s);{};Béton;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""7501""}";Salles de pratiques collectives;43.5955, 1.35371;31149;Colomiers;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311500002;Complexe Pierre de Coubertin;CHEMIN DES AMBRITS;31700;Cornebarrieu;31150;1.32069;43.65256;True;Validé;38568;45211;45211;true;42208;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E016I311500002;Tennis couverts 2;501;Court de tennis;Court de tennis;validé;;;true;;false;;true;false;false;true;;;true;;;false;;false;false;;false;;;false;;;;8.0;18.0;36.0;648.0;;0.0;0.0;2.0;;;;;;;;;;;2005;;{};{};"{""Local de rangement""}";{};{};Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""7901""}";Court de tennis;43.65256, 1.32069;31150;Cornebarrieu;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311570006;Full Fitness Cugnaux;16 Rue Aristide Bergés;31270;Cugnaux;31157;1.36775;43.55392;True;Validé;42690;;;true;42670;false;false;;"{""Handicap moteur""}";{Bus};;;E001I311570006;Salle de cours collectifs;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;true;true;false;true;true;false;true;true;false;true;true;;true;false;false;true;false;;false;;;5.0;5.0;10.0;20.0;200.0;;0.0;0.0;2.0;;;;;;;;;;;2015;;{};{X};"{Reception/accueil,""Local de rangement""}";{};{Gaz};Individuel(s), famille(s);{};Parquet;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""2402""}";Salles de pratiques collectives;43.55392, 1.36775;31157;Cugnaux;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311570006;Full Fitness Cugnaux;16 Rue Aristide Bergés;31270;Cugnaux;31157;1.3678;43.55395;True;Validé;42690;;;true;42670;false;false;;"{""Handicap moteur""}";{Bus};;;E002I311570006;Salle de cardio-Training;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;true;true;false;true;true;false;true;true;false;true;true;;true;false;false;true;false;;false;;;5.0;;20.0;30.0;600.0;120.0;0.0;0.0;2.0;;;;;;;;;;;2015;;{};{X};"{Reception/accueil,""Local de rangement"",Autre}";{};{Gaz};Individuel(s), famille(s);{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.55395, 1.3678;31157;Cugnaux;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311570007;Complexe Michel JAZY;Av du Comminges;31270;Cugnaux;31157;1.35366;43.53117;True;Validé;38568;42691;42691;true;42667;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E003I311570007;Salle d'agrés;2106;Salle de gymnastique sportive;Salle ou terrain spécialisé;validé;;;true;false;false;true;true;false;true;true;false;;true;false;true;true;;true;false;false;true;false;;false;;;5.0;8.0;12.0;16.0;192.0;;0.0;1.0;4.0;;;;;;;;;;;1994;;{};{X};"{""Local de rangement""}";{};{Electricité};Scolaires, universités;{};Béton;Intérieur;1985-1994;;;;Commune;;Commune;;;"{""3401"",""3602""}";Salles de pratiques collectives;43.53117, 1.35366;31157;Cugnaux;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311570011;Plaine de jeux de Loubayssens;Rue du stade;31270;Cugnaux;31157;1.35551;43.54029;True;Validé;38568;42691;42691;true;42667;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E010I311570011;Salle de boxe Benjamin Brianto;1802;Salle de boxe;Salle de combat;validé;;;true;false;false;true;true;false;true;true;false;;true;false;true;true;;true;false;false;true;false;;false;;;5.0;6.0;12.0;20.0;240.0;;0.0;0.0;2.0;;;;;;;;;;;2011;;{};{X};"{""Bureau(x) club(s)"",Buvette,""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""1401""}";Salles de pratiques collectives;43.54029, 1.35551;31157;Cugnaux;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311570011;Plaine de jeux de Loubayssens;Rue du stade;31270;Cugnaux;31157;1.35523;43.5404;True;Validé;38568;42691;42691;true;42667;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E012I311570011;Salle de pétanque Pierre Heran;202;Terrain de pétanque;Boulodrome;validé;;;true;false;false;true;true;false;false;true;false;true;false;false;;false;;;false;false;false;false;;;;;5.0;6.0;30.0;40.0;1 200.0;;0.0;0.0;0.0;;;;;;;;;;;2011;;{};{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations;{};Sable;Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""6001""}";Equipements Ext.;43.5404, 1.35523;31157;Cugnaux;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311570018;Fitness Cugnaux;44 Route de Plaisance;31270;Cugnaux;31157;1.33331;43.54165;True;Validé;38568;42690;42690;true;42667;false;false;;"{""Handicap moteur""}";{Bus};;;E002I311570018;Salle de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;true;false;true;true;;true;false;false;true;false;;false;;;;3.0;8.0;10.0;80.0;20.0;0.0;0.0;2.0;;;;;;;;;;;1997;;{};{};"{""Local de rangement""}";{};{Electricité};Individuel(s), famille(s);{};Béton;Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.54165, 1.33331;31157;Cugnaux;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311630002;Complexe sportif;che de loubieres;31280;Drémil-Lafage;31163;1.60497;43.60104;True;Validé;38568;43774;43774;true;43749;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E003I311630002;Salle de judo;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;;;true;false;false;true;true;false;false;true;false;;false;false;;false;;;false;false;false;false;;;;;5.0;3.0;10.0;30.0;300.0;1.0;0.0;0.0;0.0;;;;;;;;;;;1994;;;{X};"{Infirmierie,""Local de rangement""}";;{Gaz};Clubs sportifs, comités, ligues, fédérations;;Carrelage;Intérieur;1985-1994;;;;Commune;;Commune;;;"{""4301""}";Salles de pratiques collectives;43.60104, 1.60497;31163;Drémil-Lafage;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311630006;"Parcours de Golf  ""Domaine Estolosa""";av de lanta;31280;Drémil-Lafage;31163;1.60687;43.56939;True;Validé;38568;43752;43752;false;43752;false;false;;;;;;E002I311630006;Putting green;1205;Practice;Parcours de golf;validé;;;false;false;false;false;true;false;true;true;false;false;false;false;false;true;;false;false;false;true;false;;false;;2004;;5.0;8.0;20.0;160.0;1.0;0.0;0.0;1.0;;;;;;;;;;;2004;;;{};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours"",Autre}";{};;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;;Gazon naturel;Intérieur;1995-2004;;1995-2004;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""3301""}";Autres équipements;43.56939, 1.60687;31163;Drémil-Lafage;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311820002;Salle des Fêtes;Rue de l'église;31150;Fenouillet;31182;1.38807;43.67987;True;Attribué;40864;44054;42206;true;42191;false;false;;{};{Bus};;;E001I311820002;Salle des fêtes;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;;;true;false;false;;true;false;true;true;;;true;true;false;false;;false;false;false;false;false;;false;;;4.0;6.0;15.0;30.0;450.0;;0.0;0.0;1.0;;;;;;;;;;;;;{};{X};"{Buvette,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Carrelage;Intérieur;1945-1964;;;;Commune;;Commune;;;"{""2402"",""3501""}";Salles de pratiques collectives;43.67987, 1.38807;31182;Fenouillet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311820004;COMPLEXE SPORTIF LOMBARDIL;Chemin de Lombardil;31150;Fenouillet;31182;1.37136;43.68223;True;Attribué;38568;44054;42206;true;42191;false;false;;"{""Handicap moteur""}";{Bus};;;E002I311820004;STAND DE TIR SPORTIF;1402;Pas de tir à la cible;Pas de tir;validé;;;true;false;false;;true;false;false;true;;;true;true;;false;;false;false;false;false;false;;false;;;;2.5;10.0;20.0;200.0;;0.0;0.0;2.0;;;;;;;;;;;;;{};{};"{""Bureau(x) club(s)"",""Local de rangement""}";{};{};Autre - association(s) et groupes divers;"{""10 m""}";Synthétique (hors gazon);Intérieur;1975-1984;;;;Commune;;Commune;;;"{""8103""}";Autres équipements;43.68223, 1.37136;31182;Fenouillet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
